Frame,Score
1000000,2.1013599999999992
1250000,2.338400000000007
1500000,2.4032800000000107
1750000,2.563680000000011
2000000,2.6984000000000106
2250000,2.7630400000000104
2500000,2.8409600000000053
2750000,2.8947200000000053
3000000,2.9417600000000035
3250000,2.9327200000000015
3500000,3.041759999999995
3750000,3.027199999999999
4000000,3.0899999999999976
4250000,3.114000000000001
4500000,3.1357599999999968
4750000,3.119599999999999
5000000,3.0806400000000016
5250000,3.13584
5500000,3.2845599999999897
5750000,3.223279999999993
6000000,3.2055999999999942
6250000,3.185279999999997
6500000,3.144479999999998
6750000,3.184959999999996
7000000,3.2345599999999957
7250000,3.200479999999993
7500000,3.248399999999995
7750000,3.2080799999999985
8000000,3.216079999999997
8250000,3.21256
8500000,3.1773599999999957
8750000,3.2109599999999947
9000000,3.303279999999993
9250000,3.3298399999999972
9500000,3.240719999999996
9750000,3.227439999999999
Frame,Score
Frame,Score
