Frame,Score
1000000,4.157360000000004
1250000,4.619440000000011
1500000,4.883039999999996
1750000,5.038160000000002
2000000,4.919360000000001
2250000,4.925999999999993
2500000,5.0291999999999994
2750000,4.894080000000001
3000000,5.133920000000001
3250000,4.882959999999995
3500000,5.287199999999997
3750000,5.2136800000000045
4000000,5.328719999999998
4250000,5.108719999999991
4500000,5.1543999999999945
4750000,5.049839999999996
5000000,5.224880000000003
5250000,5.041599999999992
5500000,5.253440000000002
5750000,5.2704
6000000,5.248319999999997
6250000,5.33392
6500000,5.221919999999991
6750000,5.093119999999997
7000000,5.397119999999992
7250000,5.3611200000000006
7500000,5.358239999999997
7750000,5.267279999999996
8000000,5.207999999999993
8250000,5.322719999999999
8500000,5.212399999999999
8750000,5.40312
9000000,5.446879999999996
9250000,5.416639999999994
9500000,4.883040000000006
9750000,5.206560000000003
Frame,Score
Frame,Score
Frame,Score
